product_id,product_name,product_category,summary,keywords,sentiment
B07GMFY9QM,"SOFLIN Egg Boiler Electric Automatic Off 7 Egg Poacher for Steaming, Cooking, Boiling and Frying (400 Watts, Blue)",EggBoilers,The product is working good. And taking only 5 ms to cook the eggs i can rate by 4 out of,"['egg boilers', 'boil eggs', 'best egg', 'eggs properly', 'quicker boil']",4
B07GNC2592,Portronics CLAMP X Car-Vent Mobile Holder 360 Degree Rotational(Black),Cradles,The clamp mechanism was great. But the back clip which goes inside the AC vent was loose and kept on moving Good quality in this price range. Will however block your AC vent. Easy to mount and unmount your phone Long term review after a few months. But so far so good! good Nice product I am satisfied with my,"['vent mobile', 'vent holds', 'phone clamp', 'ac vent', 'clamping ac']",4
B07GPXXNNG,boAt Bassheads 100 in Ear Wired Earphones with Mic(Taffy Pink),In-Ear,The sound quality of this earphone are really good. The bass part was also good. I only found the Decent noise cancellation. and good bass. I couldn't have asked for  better earphones at this price,"['quality earphone', 'better earphones', 'sound quality', 'earphone really', 'earphone']",4
B07GQD4K6L,boAt Bassheads 100 in Ear Wired Earphones with Mic(Furious Red),In-Ear,The sound quality of this earphone are really good. The bass part was also good. I only found the Decent noise cancellation. and good bass. I couldn't have asked for  better earphones at this price,"['quality earphone', 'better earphones', 'sound quality', 'earphone really', 'earphone']",4
B07GVGTSLN,"Wayona Usb Type C Fast Charger Cable Fast Charging Usb C Cable/Cord Compatible For Samsung Galaxy S10E S10 S9 S8 Plus S10+,Note 10 Note 9 Note 8,S20,M31S,M40,Realme X3,Pixel 2 Xl (3 Ft Pack Of 1,Grey)",USBCables,"Sturdy packing, good product! Have used this brand cable for my iPhone and iPad before, so when my Cable looks solid and length is also good. Little bit fast charging I observed for phones like Redmi. Cable is braided, visibly high quality. Unlike the flimsy and highly overpriced OEM cables from Apple Cable looks solid and length is also good. Little bit fast charging I observed for phones like Redmi.","['quality cable', 'charger cable', 'iphone cable', 'charging cords', 'cables apple']",5
B07GVR9TG7,"TP-Link Archer AC1200 Archer C6 Wi-Fi Speed Up to 867 Mbps/5 GHz + 400 Mbps/2.4 GHz, 5 Gigabit Ports, 4 External Antennas, MU-MIMO, Dual Band, WiFi Coverage with Access Point Mode, Black",Routers,"The setup is pretty straightforward, provided you know what you are doing. The router comes with two modes -- router The range and the speeds are working better than I expected for the price. The LEDs on the front can be This router looks pretty slick, and I don't think it has gotten enough credits for that. Kept on Good product for that price. me auto disconnected even though it is connected to internet I don't have any issue So far good to go. h can be improved further.","['router isp', 'modem router', 'router suggest', 'better router', 'buy router']",3
B07GWTWFS2,"KENT 16025 Sandwich Grill 700W | Non-Toxic Ceramic Coating | Automatic Temperature Cut-off with LED Indicator | Adjustable Height Control, Metallic Silver, Standard",SandwichMakers,"Good quality but cord is too short .it is ok for sandwiches. Value for money product, does what it Auto power cutoff feature is the greatest attraction, and easy cleaning. Built quality is superb. Most busy persons skip Ceramic coating & non-toxic. Can make 2 jumbo sandwiches at once. Takes only 3","['sandwich product', 'sandwiches value', 'sandwiches takes', 'sandwiches force', 'flat sandwiches']",3
B07GXHC691,"STRIFF PS2_01 Multi Angle Mobile/Tablet Tabletop Stand. Phone Holder for iPhone, Android, Samsung, OnePlus, Xiaomi. Portable, Foldable Cell Phone Stand. Perfect for Bed, Office, Home & Desktop (Black)",Stands,This is good mobile stand. Sturdy with mobiles but not sure about tablets. Looks good on the desk Sometimes the mic gets blocked and the phone has to be adjusted a little out of the stand. Overall worth the,"['mobile stand', 'sturdy mobiles', 'mobile good', 'tablets looks', 'stand sturdy']",4
B07GXPDLYQ,PRO365 Indo Mocktails/Coffee Foamer/Cappuccino/Lemonade/Milk Frother (6 Months Warranty),HandBlenders,"It works as expected, but the shape of the handle is not very comfortable. It is not feeling very handy Can finally make frothy dalgona coffee without losing my arm lol worth it! Coffee came out really well","['coffee froth', 'make frothy', 'liquid frother', 'froth doesn', 'form froth']",3
B07H1S7XW8,"STRIFF Wall Mount Phone Holder Wall Mount with Adhesive Strips, Charging Holder Compatible with iPhone, Smartphone and Mini Tablet (Pack of 1) (White)",Shower&WallMounts,The slit to put your mobile and charge is very narriw. If mobile has good cover then it will A very good quality product but costly. Arch gap should have been more to keep the mobile easily does what it,"['inch mobile', 'mobile charge', 'slit mobile', 'gap mobile', 'mobile good']",3
B07H3N8RJH,"AmazonBasics Cylinder Bagless Vacuum Cleaner with Power Suction, Low Sound, High Energy Efficiency and 2 Years Warranty (1.5L, Black)",CanisterVacuums,It's somewhat tricky to remove cylinder itself for cleaning do it carefully ow u will break plastic locks. Suction The price of product and performance make it best buy vacuum. It's worth for the price given and does it It doesn't remove most of the dust takes too much effort It is a good choice if you are looking for Only drawback is no blowing out. good when compared with costly vaccum cleaners in 8k. Dust cup is,"['suction cleaning', 'suction power', 'buy vacuum', 'excellent suction', 'good suction']",4
B07H3WDC4X,"Simxen Egg Boiler Electric Automatic Off 7 Egg Poacher for Steaming, Cooking Also Boiling and Frying 400 W (Blue, Pink)",EggBoilers,"Amazing product with automatic off facility. Easy to use and time efficient. Good to use. Egg boiled properly. The boiled eggs are slight softer(whites) than the usual eggs that are boiled on stove but you'll Cleaning is easy but as it has air openings at bottom you need to carefully wash it. Very short,","['boil eggs', 'eggs boiled', 'egg boiled', 'boiling eggs', 'use egg']",4
B07H5PBN54,"INDIAS®™ Electro-Instant Water Geyser A.B.S. Body Shock Proof Can be Used in Bathroom, Kitchen, wash Area, Hotels, Hospital etc.",InstantWaterHeaters,It's very easy to install & sufficient warm water for kitchen. Sufficient warm for bath also . Value for The portable geyser is awesome and i used today the whole day  and in 9 degree temperature if u,"['water kitchen', 'hot water', 'warm water', 'portable geyser', 'problem water']",5
B07H8W9PB6,"KLAM LCD Writing Tablet Screenwriting Toys Board Smart Digital E-Note Pad 8.5 Inch Light Weight Magic Slate for Drawing Playing Noting by Kids and Adults Best Birthday Gift Girls Boys, Multicolor",GraphicTablets,A little slippery to write but ok and after writing on the tab scratches left their Good Best to writing for kids,"['slippery write', 'coloured pad', 'writing tab', 'tab scratches', 'little slippery']",3
B07HK53XM4,"Bulfyss Plastic Sticky Lint Roller Hair Remover Cleaner Set of 5 Rolls 150 Sheets, 30 Sheets Each roll Lint Roller Remover for Clothes, Furniture, Carpet, Dog Fur, Sweater, Dust & Dirt",LintShavers,"Product is okay but the stick is very delicate so it broke, now it very difficult to use the product. R was easy  to use. The stickiness of the glue paper was good enough to remove the dog hair A good handle even if the cost would have been Rs 25 higher, then it could have been a great product","['lint roller', 'lint rollers', 'roller stickiness', 'handle roller', 'adhesion good']",3
B07HZ2QCGR,POPIO Type C Dash Charging USB Data Cable for OnePlus Devices,USBCables,"Purchased on 17 July 2019, dash charge STOPPED WORKING on 15 September 2019... Within 2 Cable used to charge in one position only, and charging used to stop with little movement. Had to replace One NEGATIVE point is short length... It is 1 meter long ... Original cable is 1.5 meters Cable puts strain on both the points, the charger side and mobile side, which again makes it vulnerable to Popio cable is 1 meter long, against 1.5 meters of original cable... So effective price of pop Popio is the best option available. If you are looking for a long term solution, and you can afford Purchased on 17 July 2019, dash charge STOPPED working on 15 September 2019... Within 2 MON Cable stopped PC connectivity after 5-6 months. After a month it started showing problems in charging. It One NEGATIVE point is short length... It is 1 meter long ... Original cable is 1.5 meters Hard cables are also not easy to use when the mobile is charging. It puts strain on both the points, My original OnePlus cable lasted for 2 years, cost of which at present is Rs.1100. The Rs. Popio cable is 1 meters long against 1.5 meters of original cable. So effective price of popio If u are thinking of changing your phone in coming future and don't want to spend too much on cable, The quality of the wire is great. The charging speed is good and the transfer rate is somewhat less compared to","['longevity cable', 'cable lasted', 'months cable', 'new cable', 'oneplus cable']",1
B07J2BQZD6,"Kuber Industries Nylon Mesh Laundry Basket|Sturdy Material & Durable Handles|Netted Lightweight Laundry Bag, Size 36 x 36 x 58, Capicity 30 Ltr (Pink)",LaundryBaskets,"Very small it is, hardly for less than 6 heavy clothes. One of the bag is damaged, but overall","['heavy clothes', 'small hardly', 'clothes good', 'clothes', 'small']",2
B07J2NGB69,"Lenovo 400 Wireless Mouse, 1200DPI Optical Sensor, 2.4GHz Wireless Nano USB, 3-Button (Left,Right,Scroll) Upto 8M Left/Right & 100K Scroll clicks & 1yr Battery, Ambidextrous, Ergonomic GY50R91293",Mice,The most important flaw there are times I forget to switch it off. If you have a big palm then it No issues with reception and latency. Working as it should be.,"['best mouse', 'mouse nice', 'good wireless', 'mouse', 'wireless mouse']",4
B07J9KXQCC,"Libra Room Heater for Home, Room Heaters Home for Winter, Electric Heater with 2000 Watts Power as per IS Specification for Small to Medium Rooms - FH12 (Grey)",ElectricHeaters,"The heater is very compact, light weight and effective. It looks so cute in a room and doesn't disturb Very good room heater main features of the heater is it's fan. Air circulation in average size room is very","['room heater', 'heater package', 'features heater', 'heater compact', 'heater good']",4
B07JB2Y4SR,Classmate Octane Colour Burst-Multicolour Gel Pens (Pack of 10) | Gold & Silver Glitter Sparkle Pens|10 colour ink shades for art lovers and kids|Fun at home essentials,Pens,"Gel ink is good, but the cap isn't tight enough, keeps coming off. Nice combination for color","['sketches glides', 'ink good', 'gel ink', 'color sketches', 'ink']",3
B07JF9B592,MAONO AU-400 Lavalier Auxiliary Omnidirectional Microphone (Black),Condenser,"At Rs.319 it's a great deal. I use it for mobile vlogging. Noice cancellation The wire might seem filthy and weak but in reality when I tested it, it was indeed a bit durable. The mic catches sound equally even if you are from far away or close to it. In a closed room with In a room with ceiling fan on and moderate noise: Still seems good but not great. Your vocals would still The pop filter or the sponge on the top of the mic helps a lot. When you are speaking close to Mic is overall good. Noise cancellation is not great but yeah, for the price range, it is the best 4. Do noise reduction in Audacity. It is very effective than the inbuilt noise reduction tools in video","['mic quality', 'review mic', 'mic seller', 'ordered mic', 'mic overall']",3
B07JGCGNDG,Crompton Amica 15-L 5 Star Rated Storage Water Heater (Geyser) with Free Installation (White),StorageWaterHeaters,Product is good and price is best but it takes half an hour to fully heat 25 litre of water.,"['pipes gyser', 'product pipes', 'pipes', 'gyser', 'gyser described']",3
B07JGDB5M1,"Wayona Nylon Braided 2M / 6Ft Fast Charge Usb To Lightning Data Sync And Charging Cable For Iphone, Ipad Tablet (6 Ft Pack Of 1, Grey)",USBCables,Cable is also sturdy enough...Have asked for replacement and company is doing the same... Value for money.,"['durable charging', 'looks durable', 'cable sturdy', 'durable', 'iphone cable']",5
B07JH1C41D,"Wayona Nylon Braided (2 Pack) Lightning Fast Usb Data Cable Fast Charger Cord For Iphone, Ipad Tablet (3 Ft Pack Of 2, Grey)",USBCables,Cable is also sturdy enough...Have asked for replacement and company is doing the same... Value for money.,"['durable charging', 'looks durable', 'cable sturdy', 'durable', 'iphone cable']",5
B07JH1CBGW,"Wayona Nylon Braided Usb Syncing And Charging Cable Sync And Charging Cable For Iphone, Ipad (3 Ft, Black) - Pack Of 2",USBCables,Cable is also sturdy enough...Have asked for replacement and company is doing the same... Value for money.,"['durable charging', 'looks durable', 'cable sturdy', 'durable', 'iphone cable']",5
B07JJFSG2B,SanDisk Ultra 128 GB USB 3.0 Pen Drive (Black),PenDrives,Speed is overall good as per its price. But not as good as its claim and as per 3.0,"['transfer speed', 'fast transfer', 'speed overall', 'speed slow', 'speed']",3
B07JNVF678,"Wayona Nylon Braided USB Data Sync and Fast Charging 3A Short Power Bank Cable For iPhones, iPad Air, iPad mini, iPod Nano and iPod Touch (Grey)",USBCables,"The product got delivered fast. It surely does work for the price you pay for it. Does a good work Wayona One Plus cable is a great product. Zero hassles, zero complaint. Worth it.","['cable good', 'charging iphones', 'iphones lags', 'iphone product', 'cable build']",5
B07JPJJZ2H,"Wayona Nylon Braided Lightning USB Data Sync & 3A Charging Cable for iPhones, iPad Air, iPad Mini, iPod Nano and iPod Touch (3 FT Pack of 1, Grey)",USBCables,"The product got delivered fast. It surely does work for the price you pay for it. Does a good work Wayona One Plus cable is a great product. Zero hassles, zero complaint. Worth it.","['cable good', 'charging iphones', 'iphones lags', 'iphone product', 'cable build']",5
B07JPX9CR7,"Dell WM118 Wireless Mouse, 2.4 Ghz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, Pc/Mac/Laptop - Black.",Mice,The wireless mouse is working well. There is one problem. Those who start using the mouse have to switch on This wireless mouse is very smoothly working. The mouse is easy to use. But I expected a little bigger mouse,"['wireless mouse', 'mouse working', 'mouse work', 'mouse smoothly', 'useful mouse']",4
B07JQKQ91F,"JBL C50HI, Wired in Ear Headphones with Mic, One Button Multi-Function Remote, Lightweight & Comfortable fit (Black)",In-Ear,I have doubt on its durability because its wires are kind of handle-with-care. If it is durable The C50 HI is a budget friendly in ear earphone and it really comes at a great price. Be The c100si is literally best in all circumstances such as gaming. The vocals mids highs lows are perfectly balanced The JBLC50 HI has a very clear voice and average Bass clarity. The bass was not up to CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Please submit your best shots,"['earphones c100si', 'durability wires', 'best earphones', 'compared c50hi', 'durability currently']",4
B07JW1Y6XV,"Wayona Nylon Braided 3A Lightning to USB A Syncing and Fast Charging Data Cable for iPhone, Ipad (3 FT Pack of 1, Black)",USBCables,Cable is also sturdy enough...Have asked for replacement and company is doing the same... Value for money.,"['durable charging', 'looks durable', 'cable sturdy', 'durable', 'iphone cable']",5
B07JW9H4J1,"Wayona Nylon Braided USB to Lightning Fast Charging and Data Sync Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini (3 FT Pack of 1, Grey)",USBCables,Cable is also sturdy enough...Have asked for replacement and company is doing the same... Value for money Looks Cable is also sturdy enough...Have asked for replacement and company is doing the same. Value for money Looks Cable is also sturdy enough...Have asked for replacement and company is doing the same... Value for money.,"['durable charging', 'cable sturdy', 'iphone cable', 'charging fine', 'cable good']",5
B07JZSG42Y,Borosil Prime Grill Sandwich Maker (Grey),SandwichMakers,"Size is bit small but you can easily toast 2 normal breads at one go. Just make sure you fill The top and lower heaters are not parallel if the sandwich is a little thick. Makes the breads go The hook is on one side so if your sandwich is a bit bulky, then the upper half may be tilted","['making sandwiches', 'bread making', 'sandwiches stick', 'sandwich', 'sandwich crisper']",4
B07K19NYZ8,Usha Hc 812 T Thermo Fan Room Heater,FanHeaters,Very good product Bad Bad product. Please don't buy. My Requirements fulfilled & Very Nice Products hot air flow,"['air flow', 'flow range', 'hot air', 'air', 'flow']",1
B07K2HVKLL,Crompton IHL 251 1500-Watt Immersion Water Heater with Copper Heating Element and IP 68 Protection,ImmersionRods,"The heating rod heats 5litre water with in 5 to 10 minutes. The only drawback it has is missing  e water has to be added according to the length of the rod, hence it takes time to get hot water","['heating rod', 'rod heats', 'good rod', 'length rod', 'rod good']",4
B07KCMR8D6,Classmate Octane Neon- Blue Gel Pens(Pack of 5)|Smooth Writing Pen|Attractive body colour for Boys & Girls|Waterproof ink for smudge free writing|Preferred by Students for Exam|Study at home essential,GelInkRollerballPens,Very nice ball pen. Easy to hold but not water resistant. Can say value for money.,"['ball pen', 'pen', 'pen thank', 'water resistant', 'writing']",4
B07KKJPTWB,"Brayden Chopro, Electric Vegetable Chopper for Kitchen with 500 ML Capacity, 400 Watts Copper Motor and 4 Bi-Level SS Blades (Black)",MiniFoodProcessors&Choppers,Very isedul to chop veggies in a very short time. Elders in family use it very easily to This is a ‘C’ class item and the poor quality reflects very poorly on the quality control system,"['chop veggies', 'chopped vegetable', 'isedul chop', 'vegetable smoothly', 'chop']",2
B07KNM95JK,"Foxin FTC 12A / Q2612A Black Laser Toner Cartridge Compatible with Laserjet 1020,M1005,1018,1010,1012,1015,1020 Plus,1022,3015,3020,3030,3050, 3050Z, 3052,3055 (Black)",TonerCartridges,"Product is good, print quality is good Super printing Like Good prospect I am recommending I USED FOR 20 DAY","['print quality', 'good print', 'super printing', 'printing', 'printing like']",5
B07KR5P3YD,Zebronics Wired Keyboard and Mouse Combo with 104 Keys and a USB Mouse with 1200 DPI - JUDWAA 750,Keyboard&MouseSets,"Good for lightweight use. Ocassional gaming can be done. Uplifted keys.. keep your hands Dmitry Kuznetsov: ""Could be irritating for those fast typing guys. Go for it","['design keyboard', 'compared keyboards', 'keyboards', 'keyboard', 'keyboard mouse']",4
B07KRCW6LZ,"TP-Link Nano AC600 USB Wi-Fi Adapter(Archer T2U Nano)- 2.4G/5G Dual Band Wireless Network Adapter for PC Desktop Laptop, Mini Travel Size, Supports Windows 11,10, 8.1, 8, 7, XP/Mac OS 10.9-10.15",WirelessUSBAdapters,"Great product revived by old laptop. Supports dual bands. Signal coverage is yet like others. Easy to use It It's a good device, good strength, plug and play so no installation needed. Got a defective device first It's having Dual WiFi but I will suggest you to use on 5GHz as the 2.4GHz is This has proved to be the much helpful adapter I needed when I moved my PC from Wired to Wireless in a","['4ghz good', 'dual wifi', '5ghz 4ghz', 'regular 4ghz', 'use 5ghz']",5
B07KSB1MLX,AmazonBasics Digital Optical Coax to Analog RCA Audio Converter Adapter with Fiber Cable,OpticalCables,"The build quality is good. Not sure on the reliability front , let’s see in few months. Replacement device is excellentit is giving me virtual 5.1 effect while watching movies on Disney hot star and Very nice product. Sound quality is very good Good Soooo nice Good","['audio sony', 'tv optical', 'tv analog', 'sound quality', 'sony dav']",5
B07KSMBL2H,"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot",HDMICables,The experience is pretty good as of now. Don't expect something out of the world at this price point. It's the best HDMI cable at this price range. No problems yet. Just go for it !! It's the best HDMI cable at this price range. No problems yet. Just go for it !! I was i have tried other cables and wires from Amazon basica brand. Good one. ood as i have tried,"['hdmi cable', 'best hdmi', 'cable good', 'cable price', 'hdmi']",5
B07KY3FNQP,boAt Bassheads 152 in Ear Wired Earphones with Mic(Active Black),In-Ear,"The angled jack is a plus but the sound quality is so-so. Infinity zip 100 and their own bass Upon unboxing we are greeted by the presence of 3 pair of extra ear buds. There is also a pair The wire itself is made of rubber/silicon. it's among the very few ear phones that genuinely feels The entire cable is flat through out, this decreases the number of instances where I find myself trying to untangle The mic piece is a universal single button type and hence cannot control volume. I don't know about you but At BassHeads 152 the ear phones. eliver most of the time. A common complaint I heard from The clarity of the boAt BassHeads 152 are above par and easily betters even ear phones in the As the entire covering of the ear phones is made of metal it is significantly heavier than other ear phones. This Last but not the least, there are multiple color variants of the boAt BassHeads 152 including red, The BassHe earphones have no metal build and are very durable. They have above average sound quality and are Very lite and easy to carry in pocket colourful. Sound quality is good. The wire is thin so i Itional covers/sleeves are provided.","['earphones trend', 'quality ear', 'build earphones', 'issues ear', 'earphones plastic']",3
B07L1N3TJX,"Artis AR-45W-MG2 45 Watts MG2 Laptop Adapter/Charger Compatible with MB Air 13” & MB Air 11” (14.5 V, 3.1 A) Connector: MG2 (T Tip Connector)",LaptopChargers&PowerSupplies,"Artis service is EXCELLENT and very customer friendly. Use it for my Macbook pro 13"" This charger gets heated up more than the original charger. The charging speeds isnt as good as the original one Worked well for 8months before dying and I replaced it within warranty, the replacement was quick and effective. The charger is working fine on my macbook 13 inch retina display for the past 5 months. Charges the laptop","['laptop charger', 'charger concern', 'apple charger', 'charging laptop', 'charger expensive']",5
B07L3NDN24,"ZEBRONICS Zeb-Fame 5watts 2.0 Multi Media Speakers with AUX, USB and Volume Control (Black)",MultimediaSpeakerSystems,Short wired atleast give 2 meter wire Sound quality  is good Was looking for a laptop speaker for remote Good product Bass is not high Love it,"['sound quality', 'wire sound', 'short wired', 'laptop speaker', 'wired atleast']",3
B07L5L4GTB,Epson 003 65 ml for EcoTank L1110/L3100/L3101/L3110/L3115/L3116/L3150/L3151/L3152/L3156/L5190 Black Ink Bottle,InkjetInkCartridges,"In my local store it cost me 390 rupees but including the delivery prize I find it cheaper here like 50 If you need to refill your printer's tank and searching for a real and cheap one, go for it.","['ink 003', 'printer tank', 'refill printer', 'black ink', 'ink']",2
B07L8KNP5F,"ZEBRONICS Zeb-Thunder Bluetooth Wireless Over Ear Headphone FM, mSD, 9 hrs Playback with Mic (Black)",On-Ear,"Boat 900 is a budget segment wired type less than 800rs, its overall massive performance looks quite simple but Boat 550 is around 1800rs its only suitable for online classes for voice no thump or bass at level Pons are good for the price they come. Sound is decent. Battery life is long enough for 2 days The dual connect is good but their is a latency of about 2-3 second when switching from one to another As a student this is the best headphones at this price range. Comfortable to wear since its over the ear","['quality bass', 'bass overall', 'sound bass', 'bass level', 'extra bass']",4
B07L9FW9GF,"Zebronics Zeb-Power Wired USB Mouse, 3-Button, 1200 DPI Optical Sensor, Plug & Play, for Windows/Mac",Mice,"You can also do decent gaming with this mouse. It's a good light weight mouse, you can easily carry","['mouse great', 'mouse price', 'gaming mouse', 'zebronics company', 'weight mouse']",4
B07LDN9Q2P,"Havells D'zire 1000 watt Dry Iron With American Heritage Sole Plate, Aerodynamic Design, Easy Grip Temperature Knob & 2 years Warranty. (Mint)",DryIrons,"Good iron, performance, look and shape is very good I like this product Yes Working well now. Nice product","['iron performance', 'good iron', 'iron', 'shape good', 'nice product']",5
B07LDPLSZC,"Havells Glydo 1000 watt Dry Iron With American Heritage Non Stick Sole Plate, Aerodynamic Design, Easy Grip Temperature Knob & 2 years Warranty. (Charcoal Blue)",DryIrons,The product is good as usual. But it can helps to iron the lite fabrics. If you increase the,"['heat fabric', 'lite fabrics', 'iron shirts', 'helps iron', 'used iron']",3
B07LFQLKFZ,Parker Moments Vector Timecheck Gold Trim Roller Ball Pen (Black),LiquidInkRollerballPens,"The look and feel of the pen is amazing, being a Parker its extremely smooth. But the lid of the","['pen amazing', 'nice pen', 'ball pen', 'pen case', 'pen']",4
B07LFWP97N,"Gizga Essentials Laptop Bag Sleeve Case Cover Pouch with Handle for 14.1 Inch Laptop for Men & Women, Padded Laptop Compartment, Premium Zipper Closure, Water Repellent Nylon Fabric, Grey",LaptopSleeves&Slipcases,"Agar koi Apne Laptop ke Liye Ek Cheap Good Product value For Money Product chahata Reviewer says it's a perfect fit for a 14-inch laptop. Stichting is nice, zipper","['nice zipper', '14s laptop', 'backpack good', 'laptop flaw', 'zipper']",3
B07LG59NPV,"Boult Audio Probass Curve Bluetooth Wireless in Ear Earphones with Mic with Ipx5 Water Resistant, 12H Battery Life & Extra Bass (Black)",In-Ear,"The packing is perfect with earphones placed securely. The packing itself looks premium. Out of 5, I will We get 1 multifunctional button (the middle one)which can be used to power on and power off In-ear wireless 12 Hrs Battery Life, 50 Hrs Stand-by. IPX5 Waterproof 1 Noise Isolation2 3D acoustics3 High Fidelity Audio4 Extra Bass. Offers playback Boult Audio ProBass Curve Bluetooth Neckband, in-E. Takes 1-1.5 to Boult Audio BassBuds X1 in-Ear Wired Earphones with 10mm Extra Bass Driver and HD The Boult Audio ProBass Curve Blue is available in blue or white. It is available for pre- This shopping feature will continue to load items when the Enter key is pressed. In order to navigate out of this Boat Rockerz 255 is better for music/sound. Boult if you are going for battery. 3.93.9Bluetooth connectivity3.83.8See more  SEE MORERead reviews that The price in myntra was around 1800(including tax).Packing is perfect with earphones placed securely We get 1 multifunctional button (the middle one)which can be used to power on and power off Pairing your boult with your mobile is very easy...just press and hold the power button on the The earphones come with built in vibration. The battery backup is good on this earphones. The mids are crisp and clear, the vocals are good the bass is also heavy but it's that not punch I was quite fed up of using cheap wired headsets as they used to go out of function or get snapped every Before purchase I devoted time to read the user's reviews (that I always do before making any purchase-small This has great sound quality. It is very loud even at 80% volume level. Bass is great but not You will a get a crystal clear voice when you make/take a call using this device. You will feel 5. Battery backup is excellent!!! It can last anywhere from 10 to 11 hours. Bluetooth range is good. Design looks good and is very convenient to wear. The wires are adjustable as per need. Looks cool when you I was hesitant to spend anything beyond 1000 bucks on a bluetooth headset. It was my personal limitation. I 22 May 1 hour 35 minutes approx in the morning song play. 21 May start 22 minutes approx video play in 28 May 1 hour 46 minutes approx in the morning song play. 28 May  1 hour 17 minutes in the 31 May 1 hour 12 minutes approx in the evening video play03 June 1 hour 38 minutes approx song play in The video for this song took nine hours and 46 minutes to play. You have to purchase a headphone I recommend for this one. Under 1000 rupees best one.. I am writing Rs. 899...with all the features...Its perfect for daily commute since it has a very good battery Other than that its worth trying, totally recommend this product if you daily travel for work and you are looking for","['wireless earphone', 'ear wirelesscurves', 'ear wirelessthis', 'wireless earphones', 'ear wireless']",5
B07LG96SDB,ESN 999 Supreme Quality 1500W Immersion Water Heater Rod (Black),ImmersionRods,"This product of yours company is heating 5 liters of water in 15-20 minutes, it's wastage","['wire rod', 'company heating', 'quality wire', 'heating', 'wire']",5
B07LGT55SJ,"Wayona Usb Nylon Braided Data Sync And Charging Cable For Iphone, Ipad Tablet (Red, Black)",USBCables,Cable is also sturdy enough...Have asked for replacement and company is doing the same... Value for money.,"['durable charging', 'looks durable', 'cable sturdy', 'durable', 'iphone cable']",5
B07M69276N,"TP-Link AC1300 USB WiFi Adapter (Archer T3U) - 2.4G/5G Dual Band Mini Wireless Network Adapter for PC Desktop, MU-MIMO Wi-Fi Dongle, USB 3.0, Supports Windows 11,10, 8.1, 8, 7, XP/Mac OS 10.15 and earlier",WirelessUSBAdapters,"Good device and makes your laptop to utilize maximum wifi speed. Will definitely recommend this one. A must-buy for anyone having an issue with 5Ghz bandwidth. It's a lifesaver. I This dongle with wifi5 and frankly, I did not notice a difference. I just connect with my","['wifi6 laptop', 'utilize 5ghz', '5ghz network', '5ghz bandwidth', 'compatible 5ghz']",5
B07MDRGHWQ,VW 60 cm (24 inches) Premium Series HD Ready LED TV VW24A (Black),StandardTelevisions,"At this price point, I believe the TV provides decent quality. You shouldn't expect amazing quality anyway from a For a small room, it's a 7/10. My suggestion is to get an HDMI extender for After 9 days, the tv is not responding to switch off button. This is happening more when i watch the This is a fault of the tv as a normal tv should swith off completely and the indicator should turn red Firestick. firestick.com is a weekly, free-to-read e-zine","['suggestion hdmi', 'firestick hdmi', 'normal tv', 'right hdmi', 'buying tv']",3
B07MKFNHKG,VW 80 cm (32 inches) Frameless Series HD Ready LED TV VW32A (Black),StandardTelevisions,"At this price point, I believe the TV provides decent quality. You shouldn't expect amazing quality anyway from a For a small room, it's a 7/10. My suggestion is to get an HDMI extender for After 9 days, the tv is not responding to switch off button. This is happening more when i watch the This is a fault of the tv as a normal tv should swith off completely and the indicator should turn red Firestick. firestick.com is a weekly, free-to-read e-zine","['suggestion hdmi', 'firestick hdmi', 'normal tv', 'right hdmi', 'buying tv']",3
B07MKMFKPG,Bosch Pro 1000W Mixer Grinder MGM8842MIN - Black,MixerGrinders,"Bosch TrueMixx Pro Mixer Grinder 1000 Watt-MGM8842MIN, Black. I have used it to grind both dry & wet ingredients such asgaram masala, idli/d Body is good looking, sturdy, well balanced and easy to wipe clean. The vacuum feet are quite secure and The Jar lids are made of transparent plastic. Each lid has a small top cap which can be removed to 10. Blender can be used without the juicer sieve, and works fine. In wet blender a Low to medium speed is enough for most things. When grinding large amount of ingredients the jar can heat up. Wash the jar, gasket, jars immediately using a sponge and liquid detergent so that the shine of In my house only I & my husband use it. We do not allow  children or household help/cook The machine is very powerful and delivers what it promises. It is easy to use and gives truly hands free experience The mixer-grinder came in a box but there was no special Styrofoam padding. A couple The Bosch mixer is usable for both dry & wet grinding rather than only wet. The jars do have screws This is a very good product overall. The dosa/idli and other such batters come out excellent. The juicer is basically another blender jar with a mesh attachment to sieve out the pulp. There is no Juicer does grinding pretty fast. Lid lock clip very useful. Priced high.","['mixer grinder', 'grinds blends', 'mixing grinding', 'grinding blending', 'grinding jar']",4
B07MP21WJD,"Lint Roller with 40 Paper Sheets, 22 x 5 cm (Grey)",LintShavers,This product little bit costly but quality was good This does not remove all the lint cleanly. Only the,"['lint cleanly', 'remove lint', 'lint', 'adhesion good', 'sturdy adhesion']",3
